normalized_label,label,language,required_cohort,prior_entity_slugs,prior_mechanisms,prior_occurrences,decision,disposition_code,entity_slug,attributes_json,reviewer,review_batch,rationale,source_citation
oil,Oil,und,,oil,exact_alias,568,retain,D1,oil,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
olej,Olej,pl,pl,oil,exact_alias,44,retain,D1,oil,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
olio,Olio,it,it,oil,exact_alias,5,retain,D1,oil,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
olio extravergine di oliva,Olio extravergine di oliva,it,it,oil,attribute_alias,634,retain,D2,oil,"{""variety"":""olive""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
olive,Olive,und,,olive,exact_alias,5,retain,D1,olive,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
olive oil,Olive Oil,en,,oil,attribute_alias,2332,retain,D2,oil,"{""variety"":""olive""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
olivenöl,Olivenöl,de,de,oil,attribute_alias,1162,retain,D2,oil,"{""variety"":""olive""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
olives,Olives,und,,olive,attribute_alias,16,retain,D1,olive,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
oliwa z oliwek,Oliwa z oliwek,pl,pl,oil,attribute_alias,29,retain,D2,oil,"{""variety"":""olive""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
oliwy z oliwek,Oliwy z oliwek,pl,pl,oil,attribute_alias,269,retain,D2,oil,"{""variety"":""olive""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
onion,Onion,und,,onion,exact_alias,426,retain,D1,onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
onion powder,Onion Powder,en,,onion,attribute_alias,122,retain,D2,onion,"{""form"":""powder""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
onions,onions,en,,onion,exact_alias,1069,retain,D1,onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
orange,Orange,und,,orange,exact_alias,386,retain,D1,orange,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
oregano,Oregano,und,,oregano,exact_alias,55,retain,D1,oregano,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
oregano getrocknet,Oregano getrocknet,de,de,oregano,attribute_alias,197,retain,D2,oregano,"{""processing"":""dried""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
origan séché,origan séché,fr,fr,oregano,attribute_alias,2,retain,D2,oregano,"{""processing"":""dried""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
origano secco,origano secco,it,it,oregano,attribute_alias,6,retain,D2,oregano,"{""processing"":""dried""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
orégano seco,orégano seco,es,es,oregano,attribute_alias,13,retain,D2,oregano,"{""processing"":""dried""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ovos,ovos,pt,pt,egg,attribute_alias,409,retain,D2,egg,"{""egg_part"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
oyster sauce,Oyster sauce,und,,oyster-sauce,exact_alias,153,retain,D1,oyster-sauce,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
paprika,Paprika,und,,paprika,exact_alias,433,retain,D1,paprika,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
paprika edelsüß,Paprika edelsüß,de,de,paprika,exact_alias,303,retain,D1,paprika,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
parmesan,Parmesan,und,,parmesan,exact_alias,404,retain,D1,parmesan,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
parmesan cheese,parmesan cheese,en,,parmesan,exact_alias,853,retain,D1,parmesan,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
parsley,Parsley,und,,parsley,exact_alias,60,retain,D1,parsley,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pasta,Pasta,und,,pasta,exact_alias,11,retain,D1,pasta,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
peanut butter,Peanut butter,und,,peanut-butter,exact_alias,67,retain,D1,peanut-butter,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
peanuts,Peanuts,und,,peanut,attribute_alias,9,retain,D1,peanut,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pear,Pear,und,,pear,exact_alias,51,retain,D1,pear,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pepe,pepe,it,it,pepper,exact_alias,1,retarget,D1,piper-pepper,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pepe bianco macinato,Pepe bianco macinato,it,it,pepper,attribute_alias,1,retarget,D2,piper-pepper,"{""form"":""ground"",""variety"":""white""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pepe nero macinato,Pepe nero macinato,it,it,pepper,attribute_alias,15,retarget,D2,piper-pepper,"{""form"":""ground"",""variety"":""black""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pepper,pepper,und,,pepper,exact_alias,7,demote,D4,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pepper jack cheese,Pepper jack cheese,und,,pepper-jack-cheese,exact_alias,9,retain,D1,pepper-jack-cheese,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
perejil fresco,perejil fresco,es,es,parsley,attribute_alias,75,retain,D2,parsley,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
persil frais,persil frais,fr,fr,parsley,attribute_alias,25,retain,D2,parsley,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
petersilie,Petersilie,de,de,parsley,exact_alias,443,retain,D1,parsley,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pfeffer,pfeffer,de,de,pepper,exact_alias,1833,retarget,D1,piper-pepper,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pickled peppers,Pickled peppers,und,,pickled-peppers,exact_alias,2,retain,D2,pickled-peppers,"{""processing"":""pickled""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pickles,Pickles,und,,pickles,exact_alias,22,retain,D1,pickles,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pimenta,pimenta,pt,pt,pepper,exact_alias,803,retarget,D1,piper-pepper,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pimenta preta moída,Pimenta preta moída,pt,pt,pepper,attribute_alias,3,retarget,D2,piper-pepper,"{""form"":""ground"",""variety"":""black""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pimienta negra molida,Pimienta negra molida,es,es,pepper,attribute_alias,24,retarget,D2,piper-pepper,"{""form"":""ground"",""variety"":""black""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pineapple,Pineapple,und,,pineapple,exact_alias,19,retain,D1,pineapple,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
plain flour,plain flour,en,,flour,attribute_alias,1451,retain,D2,flour,"{""form"":""flour"",""refinement"":""plain""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
plant based milk,Plant-based milk,und,,plant-based-milk,exact_alias,24,retain,D1,plant-based-milk,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
poivre blanc moulu,Poivre blanc moulu,fr,fr,pepper,attribute_alias,4,retarget,D2,piper-pepper,"{""form"":""ground"",""variety"":""white""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
poivre moulu,Poivre moulu,fr,fr,pepper,attribute_alias,165,retarget,D2,piper-pepper,"{""form"":""ground""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
poivre noir moulu,Poivre noir moulu,fr,fr,pepper,attribute_alias,23,retarget,D2,piper-pepper,"{""form"":""ground"",""variety"":""black""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pommes de terre,pommes de terre,fr,fr,potato,exact_alias,8,retain,D1,potato,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pork,Pork,und,,pork,exact_alias,6,retain,D2,pork,"{""species"":""pork""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
potato,Potato,und,,potato,exact_alias,53,retain,D1,potato,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
potatoes,potatoes,en,,potato,exact_alias,377,retain,D1,potato,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
pouring whipping cream,pouring whipping cream,en,,cream,attribute_alias,414,retain,D2,cream,"{""cream_class"":""whipping""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
powdered sugar,Powdered Sugar,en,,sugar,attribute_alias,22,retain,D2,sugar,"{""refinement"":""powdered""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
prezzemolo fresco,prezzemolo fresco,it,it,parsley,attribute_alias,5,retain,D2,parsley,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
puderzucker,Puderzucker,de,de,sugar,attribute_alias,216,retain,D2,sugar,"{""refinement"":""powdered""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
queijo parmesão,queijo parmesão,pt,pt,parmesan,exact_alias,199,retain,D1,parmesan,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ramen noodles,Ramen Noodles,en,,noodle,attribute_alias,1,retain,D2,noodle,"{""form"":""noodle"",""variety"":""ramen""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ranch dressing,Ranch Dressing,und,,ranch-dressing,exact_alias,2,retain,D1,ranch-dressing,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
red onion,red onion,en,,onion,attribute_alias,435,retain,D2,onion,"{""variety"":""red""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
red onions,red onions,en,,onion,attribute_alias,302,retain,D2,onion,"{""variety"":""red""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
red wine vinegar,Red Wine Vinegar,en,,vinegar,attribute_alias,162,retain,D2,vinegar,"{""variety"":""red_wine""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
rice,Rice,und,,rice,exact_alias,55,retain,D1,rice,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
rice noodles,Rice Noodles,en,,noodle,attribute_alias,2,retain,D2,noodle,"{""form"":""noodle"",""variety"":""rice""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
rice vinegar,Rice Vinegar,en,,vinegar,attribute_alias,118,retain,D2,vinegar,"{""variety"":""rice""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sahne,Sahne,de,de,cream,exact_alias,560,retain,D1,cream,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sal,Sal,und,,salt,exact_alias,1772,retain,D1,salt,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
salad,Salad,und,,salad,exact_alias,9,demote,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sale,Sale,it,it,salt,exact_alias,32,retain,D1,salt,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
salsa fresca,salsa fresca,pt,pt,parsley,attribute_alias,3,retain,D2,parsley,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
salt,Salt,und,,salt,exact_alias,5056,retain,D1,salt,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
salted butter,salted butter,en,,butter,attribute_alias,257,retain,D2,butter,"{""saltedness"":""salted""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
salz,Salz,de,de,salt,exact_alias,4287,retain,D1,salt,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sare,Sare,ro,ro,salt,exact_alias,281,retain,D1,salt,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
schalotten,Schalotten,de,de,shallot,exact_alias,219,retain,D1,shallot,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
schwarzer pfeffer,Schwarzer Pfeffer,de,de,pepper,attribute_alias,3,retarget,D2,piper-pepper,"{""variety"":""black""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sea salt,sea salt,en,,salt,exact_alias,1339,retain,D2,salt,"{""salt_class"":""sea""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sel,Sel,fr,fr,salt,exact_alias,168,retain,D1,salt,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
self raising flour,self raising flour,en,,flour,attribute_alias,267,retain,D2,flour,"{""form"":""flour"",""refinement"":""self_raising""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
senf,Senf,de,de,mustard,exact_alias,294,retain,D1,mustard,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sesame oil,Sesame oil,und,,oil,attribute_alias,439,retain,D2,oil,"{""variety"":""sesame""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sesame seeds,sesame seeds,en,,sesame-seeds,exact_alias,339,retarget,D1,sesame-seed,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
shallot,Shallot,und,,shallot,exact_alias,112,retain,D1,shallot,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
shallots,shallots,en,,shallot,exact_alias,411,retain,D1,shallot,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
shellfish,Shellfish,und,,shellfish,exact_alias,1,retain,D1,shellfish,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
shredded mozzarella,Shredded Mozzarella,en,,mozzarella,attribute_alias,2,retain,D2,mozzarella,"{""form"":""shredded""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
smoked paprika,smoked paprika,en,,paprika,attribute_alias,195,retain,D2,paprika,"{""processing"":""smoked""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
soda,Soda,und,,soda,exact_alias,18,retain,D1,soda,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sojasauce,Sojasauce,de,de,soy-sauce,exact_alias,258,retain,D1,soy-sauce,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
soli,Soli,pl,pl,salt,exact_alias,830,retain,D1,salt,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sour cream,Sour cream,und,,sour-cream,exact_alias,275,retain,D2,sour-cream,"{""cream_class"":""sour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
soy sauce,Soy sauce,und,,soy-sauce,exact_alias,539,retain,D1,soy-sauce,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
spicchi di aglio,spicchi di aglio,it,it,garlic,attribute_alias,266,retain,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
spicchio di aglio,spicchio di aglio,it,it,garlic,attribute_alias,512,retain,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
spicy brown mustard,Spicy brown mustard,und,,spicy-brown-mustard,exact_alias,1,retain,D1,spicy-brown-mustard,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
spinach,Spinach,und,,spinach,exact_alias,3,retain,D1,spinach,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
spring onion,Spring Onion,und,,spring-onion,exact_alias,93,retain,D1,spring-onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
spring onions,spring onions,en,,spring-onion,exact_alias,278,retain,D1,spring-onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
starch,Starch,und,,starch,exact_alias,3,retain,D1,starch,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
succo di limone,succo di limone,it,it,lemon-juice,exact_alias,5,retain,D1,lemon-juice,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sucre,sucre,fr,fr,sugar,exact_alias,1,retain,D1,sugar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sucre en poudre,sucre en poudre,fr,fr,sugar,attribute_alias,7,retain,D2,sugar,"{""refinement"":""granulated""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sucre glace,sucre glace,fr,fr,sugar,attribute_alias,9,retain,D2,sugar,"{""refinement"":""powdered""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sugar,Sugar,und,,sugar,exact_alias,2280,retain,D1,sugar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sumo de limão,sumo de limão,pt,pt,lemon-juice,exact_alias,286,retain,D1,lemon-juice,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sun dried tomatoes,Sun-dried tomatoes,und,,sun-dried-tomatoes,exact_alias,78,retarget,D2,tomato,"{""processing"":""dried""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sweet paprika,sweet paprika,en,,paprika,exact_alias,198,retain,D1,paprika,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sweetener,Sweetener,und,,sweetener,exact_alias,1,demote,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
swiss cheese,Swiss cheese,und,,swiss-cheese,exact_alias,12,retain,D1,swiss-cheese,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
sól,Sól,pl,pl,salt,exact_alias,22,retain,D1,salt,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
tacos,Tacos,und,,tacos,exact_alias,1,retain,D1,tacos,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
thyme,Thyme,und,,thyme,exact_alias,19,retain,D1,thyme,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
tomatenmark,Tomatenmark,de,de,tomato-paste,exact_alias,443,retain,D1,tomato-paste,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
tomato,Tomato,und,,tomato,exact_alias,78,retain,D1,tomato,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
